-125, -18, 983
-80, -22, 1005
-41, -9, 979
-47, -5, 974
-4, -56, 967
-4, -56, 967
31, -6, 989
104, -35, 972
111, -25, 988
111, -25, 988
127, -5, 994
105, 11, 1000
113, 13, 998
-,-,-
133, -13, 955
133, -13, 955
101, -48, 981
144, -13, 1003
137, 5, 996
143, -1, 975
143, -1, 975
88, 4, 977
61, -18, 999
2, -57, 979
2, -57, 979
-18, -25, 990
-54, -21, 992
-135, -16, 989
-166, -5, 991
-166, -5, 991
-232, -4, 993
-217, -40, 987
-118, -45, 988
-218, -35, 988
-269, -72, 988
-188, -22, 981
-119, -44, 997
-119, -44, 997
-47, -39, 993
-33, -63, 965
42, -66, 997
68, -20, 986
132, 5, 983
-,-,-
124, -17, 968
108, -20, 995
108, -20, 995
118, 3, 984
180, 5, 978
197, -1, 1012
132, -11, 976
132, -11, 976
-26, -11, 1002
-76, -24, 969
-129, -12, 987
-146, -3, 992
-141, -17, 986
-189, -44, 985
-189, -44, 985
-181, -71, 991
-44, -42, 985
-264, -45, 988
-225, -60, 986
-189, -45, 1006
-154, -52, 979
-55, -18, 981
-55, -18, 981
12, -40, 1005
49, -30, 979
131, -1, 975
134, 10, 997
144, 0, 980
144, 0, 980
155, 8, 987
150, 5, 994
150, 5, 994
94, -1, 982
-,-,-
111, -12, 996
167, -6, 960
124, -11, 992
124, 4, 982
124, 4, 982
87, 1, 1001
45, 0, 977
51, 17, 994
51, 17, 994
-21, -32, 985
-127, 3, 985
-160, -12, 1006
-162, -28, 962
-162, -28, 962
-215, -47, 1000
-210, -106, 986
-136, -37, 994
-327, -65, 984
-168, -51, 982
-153, -54, 972
-121, -70, 1001
-56, -44, 1001
34, 10, 994
34, 10, 994
83, 0, 984
100, 8, 965
100, 8, 965
135, -19, 971
106, 5, 1012
145, 20, 1000
-,-,-
91, -14, 992
47, -4, 981
105, 3, 992
105, 3, 992
163, -5, 982
138, -4, 1005
175, -4, 978
242, -18, 998
242, -18, 998
160, 16, 1000
39, -53, 958
-80, -35, 998
-156, -9, 978
-211, 34, 997
-211, 34, 997
-228, -9, 989
-270, -66, 990
-186, -107, 989
-179, -19, 990
-253, -93, 985
-191, -41, 993
-157, -51, 976
-157, -51, 976
-109, -32, 1004
-28, -18, 992
8, -3, 977
55, 1, 993
55, 1, 993
94, -3, 980
146, -5, 985
111, 13, 995
111, 13, 995
171, 1, 981
-,-,-
112, -27, 956
82, -11, 1014
107, -23, 985
141, -12, 976
141, -12, 976
106, -9, 980
142, -13, 1009
43, -18, 984
0, -15, 983
0, -15, 983
-111, -15, 985
-125, -6, 991
-131, -16, 994
-145, -17, 978
-166, -34, 992
-94, -47, 989
-94, -47, 989
-8, -16, 991
-212, -30, 985
-205, -11, 988
-128, -38, 1002
-153, 7, 987
-153, 7, 987
-81, -28, 972
-60, -35, 1004
-15, -51, 989
46, -13, 968
135, -28, 992
135, -28, 992
167, -1, 1008
157, -19, 976
129, -5, 989
146, -3, 990
146, -3, 990
78, -3, 987
66, -4, 988
-,-,-
138, -44, 954
138, -44, 954
131, -38, 995
162, 14, 969
235, 12, 1006
204, -10, 970
204, -10, 970
95, -9, 1019
-24, -14, 958
-88, -56, 993
-131, 20, 985
-193, 10, 980
-193, 10, 980
-256, -22, 983
-248, -21, 1000
-176, -96, 989
-217, 39, 989
-238, -50, 979
-193, -34, 982
-118, -58, 1013
-87, -69, 984
-87, -69, 984
-57, -53, 997
10, -5, 981
86, -17, 981
128, -46, 987
128, -46, 987
163, -20, 979
146, -16, 1000
130, 5, 995
103, 26, 976
103, 26, 976
98, 15, 987
81, 0, 991
-,-,-
116, -7, 984
116, -7, 984
127, -19, 980
74, -28, 994
142, -1, 990
213, -8, 974
213, -8, 974
147, 3, 996
32, 3, 996
-23, -15, 991
-23, -15, 991
-115, -8, 982
-177, -28, 992
-216, -26, 986
-200, -40, 994
-150, -63, 982
-35, -31, 991
-35, -31, 991
-291, -22, 980
-203, -61, 1000
-181, -52, 992
-112, -32, 974
-95, 2, 999
-31, 6, 955
-31, 6, 955
32, -20, 1012
118, -6, 991
141, -39, 977
194, -26, 1009
194, -26, 1009
152, -24, 970
147, 18, 992
110, 4, 988
75, -2, 986
-,-,-
42, -19, 972
42, -19, 972
71, -11, 978
75, -8, 993
123, -17, 987
201, -35, 989
201, -35, 989
218, -35, 996
140, -21, 983
90, -5, 997
34, 33, 965
34, 33, 965
-22, 32, 1009
-136, -10, 979
-239, -31, 984
-275, -23, 991
-229, -35, 990
-229, -35, 990
-101, -67, 991
-322, 24, 989
-251, -61, 970
-168, -38, 1020
-106, -34, 970
-118, -30, 998
11, -52, 987
11, -52, 987
22, -52, 954
110, -39, 993
135, -16, 988
174, 6, 996
174, 6, 996
190, 20, 982
145, 5, 988
142, -3, 982
142, -3, 982
88, -14, 988
15, -19, 987
3, -18, 988
3, -18, 988
1, -19, 987
0, -18, 988
-,-,-
3, -17, 988
19, -15, 968
121, -6, 989
151, -12, 992
151, -12, 992
139, -32, 983
164, -38, 972
197, -31, 983
184, 5, 987
46, -3, 1003
46, -3, 1003
-25, -11, 996
-88, -28, 965
-175, -31, 1001
-208, 19, 986
-227, 10, 985
-227, 10, 985
-199, -29, 993
-76, -38, 991
-253, 44, 988
-185, -28, 996
-174, -56, 970
-86, -72, 986
-86, -72, 986
-79, -93, 1005
-41, -29, 997
23, 9, 991
66, 17, 989
66, 17, 989
145, -3, 970
186, -36, 999
187, -32, 976
187, -32, 976
165, 9, 996
108, 15, 988
24, -8, 989
-,-,-
4, -17, 989
53, 0, 985
48, -15, 984
48, -15, 984
77, -10, 992
132, -20, 982
208, -23, 990
174, -27, 983
237, -32, 983
237, -32, 983
186, 48, 991
145, 8, 988
-34, -42, 985
-209, -35, 961
-209, -35, 961
-258, 6, 1006
-303, -11, 986
-287, -28, 989
-171, -75, 988
-310, 17, 983
-213, -49, 995
-177, -52, 970
-177, -52, 970
-164, -54, 1002
-92, -48, 991
-18, -35, 964
70, -22, 1012
140, -20, 961
158, -32, 1018
170, -32, 968
170, -32, 968
151, -13, 984
144, 4, 984
127, 3, 990
127, 3, 990
80, -2, 987
39, -15, 989
2, -17, 988
2, -17, 988
-,-,-
3, -16, 988
5, -18, 971
5, -17, 989
45, -11, 987
45, -11, 987
90, -1, 987
86, -23, 991
147, -32, 983
217, -54, 982
217, -54, 982
205, -60, 1004
201, -27, 961
94, 4, 998
-73, -1, 975
-73, -1, 975
-131, 3, 1006
-165, -4, 980
-180, 3, 992
-216, 3, 985
-216, 3, 985
-212, -26, 987
-75, -39, 991
-330, 54, 981
-212, -8, 991
-187, 10, 997
-187, 10, 997
-124, -39, 965
-66, -60, 989
-21, -63, 1026
38, -32, 952
127, -23, 1014
171, -18, 950
171, -18, 950
199, -27, 1010
165, -10, 988
160, -1, 989
82, -2, 989
82, -2, 989
61, -16, 988
5, -17, 990
1, -16, 989
1, -16, 989
1, -17, 990
-,-,-
121, -14, 990
161, -29, 960
109, -29, 984
191, 0, 968
128, 7, 1019
128, 7, 1019
96, -10, 979
-4, -28, 974
-123, -21, 982
-122, -29, 999
-122, -29, 999
-183, -40, 976
-197, -22, 980
-200, 0, 994
-129, -56, 987
-52, -17, 991
-331, -20, 988
-331, -20, 988
-182, -46, 969
-161, -16, 1005
-107, -15, 981
-69, -21, 986
-17, -29, 992
79, -11, 990
150, -41, 1006
150, -41, 1006
145, -39, 947
137, -29, 993
142, 7, 975
107, 1, 994
107, 1, 994
-,-,-
21, -12, 986
91, -2, 988
91, -2, 988
10, -21, 989
102, -17, 987
164, -27, 996
164, -27, 996
176, -64, 983
181, -52, 984
205, -21, 999
128, 13, 971
53, 4, 978
53, 4, 978
-80, 11, 980
-148, -21, 985
-199, 10, 987
-199, 10, 987
-245, 16, 986
-272, -4, 997
-151, -75, 985
-337, 85, 981
-251, -56, 989
-220, -46, 1003
-220, -46, 1003
-131, -87, 977
-83, -89, 1002
4, -7, 951
132, -20, 982
177, -20, 995
153, -32, 980
153, -32, 980
176, -6, 981
175, 10, 1000
134, 15, 988
106, 6, 988
106, 6, 988
35, -15, 988
2, -19, 988
1, -19, 988
-,-,-
118, 2, 996
74, -27, 966
74, -27, 966
135, -38, 984
172, -36, 1002
257, -1, 988
250, -7, 976
175, -10, 1008
175, -10, 1008
37, -23, 978
-28, -5, 966
-67, 0, 992
-172, -2, 971
-172, -2, 971
-269, 2, 1009
-263, 8, 977
-273, -17, 989
-187, -42, 987
-375, 38, 982
-244, -50, 983
-244, -50, 983
-198, -70, 1009
-149, -109, 971
-104, -56, 1002
-53, 17, 979
66, 50, 979
191, 42, 972
191, 42, 972
224, -68, 1013
176, -63, 971
193, -24, 986
163, 13, 988
-,-,-
53, -14, 990
122, -5, 967
131, -4, 994
170, -32, 978
212, -24, 997
212, -24, 997
248, 3, 985
146, 4, 995
117, -40, 959
-2, 11, 1001
-2, 11, 1001
-174, -49, 985
-243, -54, 994
-282, -11, 983
-288, 10, 993
-169, -25, 990
-169, -25, 987
-275, 15, 987
-297, 15, 995
-215, -8, 985
-180, -23, 973
-106, -50, 991
-28, -69, 1007
15, -36, 942
15, -36, 942
79, -2, 987
125, -41, 1006
203, -48, 980
212, -46, 993
212, -46, 993
226, 20, 989
181, 22, 977
118, 8, 993
18, -12, 988
18, -12, 988
4, -15, 991
77, 30, 988
-,-,-
48, -3, 987
91, -4, 988
174, -10, 991
179, -57, 991
221, -58, 984
221, -58, 984
311, -23, 993
412, 12, 982
182, -38, 926
-116, -68, 1009
-247, -25, 1011
-269, 72, 959
-269, 72, 959
-397, 29, 975
-368, 6, 992
-186, -53, 989
-255, 46, 987
-149, 0, 985
-149, 0, 985
-106, -32, 991
-104, -45, 1002
-78, -38, 982
-91, -12, 1000
-103, 1, 985
-103, 1, 985
-11, -38, 997
20, -65, 992
52, -22, 959
85, -19, 1011
129, -5, 984
129, -5, 984
114, -12, 981
128, -16, 990
132, -15, 995
159, -19, 985
159, -19, 985
103, -13, 994
72, -17, 991
4, -18, 990
-,-,-
78, -5, 988
78, -5, 988
123, -2, 992
158, -48, 986
207, -91, 991
207, -91, 991
196, -31, 971
325, 35, 994
312, 15, 984
128, -3, 951
128, -3, 951
-116, -9, 993
-258, -31, 959
-357, 8, 1020
-356, 20, 972
-304, -33, 999
-304, -33, 999
-130, -69, 991
-309, 49, 993
-149, -20, 991
-142, -38, 981
-75, -54, 995
-59, -73, 991
-40, -44, 1012
-40, -44, 1012
-22, -42, 978
35, -46, 996
102, -33, 960
86, 8, 997
86, 8, 997
122, -3, 1010
101, 4, 987
88, -11, 983
88, -11, 983
109, -3, 996
100, 2, 983
82, -7, 995
82, -7, 995
63, -18, 989
26, -20, 992
-,-,-
80, -12, 989
197, 9, 977
178, -34, 990
186, -56, 976
117, -4, 1021
117, -4, 1021
60, 56, 967
32, 19, 1006
16, 14, 986
-70, -62, 979
-70, -62, 979
-154, -73, 988
-177, -35, 992
-208, -28, 994
-201, -23, 989
-64, -20, 995
-349, -10, 981
-349, -10, 981
-252, 37, 1003
-256, 38, 970
-106, -38, 990
-11, -65, 991
38, -73, 986
97, -78, 942
97, -78, 942
165, -35, 1016
215, -7, 988
201, 8, 988
183, 6, 996
183, 6, 996
114, 2, 990
73, -10, 988
73, -10, 988
7, -15, 991
-,-,-
25, -12, 984
25, -12, 984
151, 3, 992
174, -28, 983
167, -34, 996
174, -34, 979
174, -34, 979
187, -20, 985
184, 8, 999
133, -3, 919
-25, -34, 958
-25, -34, 958
-136, -4, 926
-191, -32, 1000
-236, -30, 998
-261, -22, 990
-268, -36, 997
-51, -28, 984
-51, -28, 984
-336, 2, 992
-204, -3, 1003
-178, 11, 987
-119, -31, 955
-65, -62, 1011
-17, -51, 970
-17, -51, 970
39, -35, 977
101, -48, 995
151, -27, 988
160, -9, 994
161, 15, 965
161, 15, 965
139, -4, 993
149, -8, 980
-,-,-
68, -20, 991
100, -31, 958
132, -38, 991
181, -42, 996
194, -56, 964
194, -56, 964
159, -19, 994
145, -2, 989
127, -4, 996
-30, -35, 991
-30, -35, 991
-98, -4, 967
-116, 21, 981
-154, 15, 960
-195, 10, 1011
-196, -13, 975
-196, -13, 975
-255, -54, 996
-80, -42, 988
-319, 64, 988
-210, 0, 973
-197, -29, 1017
-187, -18, 986
-52, -47, 960
-52, -47, 960
-15, -68, 1003
58, -61, 955
107, -37, 1004
90, -4, 989
90, -4, 989
116, 5, 989
138, -13, 994
178, -15, 988
-,-,-
134, -6, 985
139, -34, 976
123, -21, 991
123, -21, 991
208, -37, 978
151, -31, 954
232, -36, 983
127, -19, 946
-66, 44, 996
-66, 44, 996
-135, 32, 938
-115, 27, 1004
-139, -38, 983
-192, -44, 993
-241, -41, 990
-248, -53, 988
-248, -53, 988
-90, -35, 998
-322, 3, 987
-198, -2, 1003
-161, -27, 975
-154, -27, 979
-136, -43, 993
-72, -38, 999
-72, -38, 999
-57, -26, 984
43, -33, 970
71, -18, 1003
146, -4, 1003
146, -4, 1003
136, -12, 962
173, 21, 1002
147, 4, 970
139, -26, 996
-,-,-
13, -18, 988
13, -18, 988
70, -13, 986
109, -28, 997
119, -19, 987
193, -42, 981
193, -42, 981
160, -84, 993
189, -46, 1009
160, 3, 974
58, 17, 993
58, 17, 993
-2, 5, 984
-98, -1, 992
-59, 24, 978
-59, 24, 978
-131, -14, 978
-217, -46, 1012
-243, -21, 990
-257, 0, 988
-162, -21, 992
-162, -21, 994
-319, -10, 994
-224, 0, 983
-153, 0, 1001
-83, -30, 978
-40, -50, 1001
47, -61, 979
47, -61, 979
98, -40, 978
201, -36, 1006
188, -25, 977
181, 8, 1006
-,-,-
147, -17, 966
147, -17, 966
116, -10, 986
125, 13, 969
84, 2, 989
82, 19, 991
82, 19, 991
82, -1, 957
16, -26, 1024
0, -60, 965
0, -60, 965
-106, -78, 961
-172, -14, 1003
-206, -7, 985
-256, -1, 986
-254, -24, 987
-254, -24, 987
-122, -45, 990
-326, 21, 976
-189, -24, 993
-171, -43, 969
-109, -31, 997
-90, -57, 987
-25, -25, 984
-25, -25, 984
22, 15, 982
149, -39, 967
139, -49, 997
171, -46, 985
171, -46, 985
134, -20, 987
118, 21, 984
112, 18, 985
79, -8, 984
-,-,-
148, -25, 939
179, -60, 1004
122, -46, 962
122, -46, 962
113, -28, 1017
156, 2, 983
115, 31, 993
31, 10, 970
31, 10, 970
-100, 13, 985
-148, -47, 1007
-163, -20, 984
-202, 1, 996
-244, -3, 987
-244, -3, 987
-168, -55, 991
-173, 20, 987
-211, 1, 993
-163, -1, 991
-171, -5, 1000
-121, -13, 987
-121, -13, 987
-51, -34, 990
-45, -46, 981
12, -54, 971
100, -29, 1007
156, -26, 1000
162, -24, 975
162, -24, 975
132, -20, 1002
141, -18, 973
149, 3, 993
112, 4, 988
112, 4, 988
-,-,-
2, -16, 987
2, -16, 987
6, -17, 990
4, -17, 987
4, -17, 987
8, -15, 990
147, 31, 982
286, 40, 985
286, 40, 985
208, -61, 1005
182, -60, 973
145, -19, 996
132, -12, 996
50, -11, 942
50, -11, 942
-60, 20, 1016
-131, 7, 969
-242, -39, 986
-334, -21, 1006
-295, -63, 980
-60, -35, 989
-60, -35, 989
-274, 1, 993
-202, -26, 980
-215, 7, 988
-229, 18, 1001
-81, -35, 979
-81, -35, 979
52, -99, 1006
106, -83, 986
142, -39, 987
186, -11, 980
126, 0, 992
126, 0, 992
100, -15, 987
100, -10, 995
97, 11, 988
